,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,bias
0,0.3437829911708832,-0.3105024993419647,0.3319118022918701,-0.3486960530281067,-0.032686565071344376,-0.28245633840560913,-0.42563396692276,-0.3641101121902466,-0.32957136631011963,-0.1381887048482895,-0.22288239002227783,0.11508455127477646,-0.44642937183380127,0.08279383182525635,0.10365696996450424,-0.03441357985138893,0.35985496640205383,0.10885947197675705,-0.23800508677959442,-0.05461837351322174,-0.007990424521267414
1,-0.1042400673031807,0.25734686851501465,-0.1727030724287033,-0.05106678605079651,-0.0026562786661088467,-0.1447727233171463,-0.1928420066833496,-0.25928714871406555,-0.20037230849266052,-0.18033698201179504,0.0765090361237526,-0.16551898419857025,-0.25937309861183167,0.608161985874176,-0.12115772068500519,0.35279580950737,0.316901832818985,0.07031473517417908,-0.2670324742794037,-0.2737317383289337,-0.015790674835443497
2,0.28768157958984375,0.0490000955760479,0.26775944232940674,-0.29153597354888916,-0.35934942960739136,-0.09079357981681824,-0.4573725461959839,-0.18834182620048523,-0.3801942467689514,-0.3095208704471588,-0.36690425872802734,0.3998468518257141,-0.4601704776287079,0.557623028755188,-0.30425339937210083,0.4464896321296692,-0.12165410816669464,-0.40998169779777527,0.2818887531757355,0.03805286064743996,0.005721129942685366
3,-0.19206717610359192,-0.23642997443675995,0.0831632986664772,-0.1357783079147339,0.3423371911048889,-0.22931015491485596,-0.3002028167247772,0.15542465448379517,0.27100396156311035,0.013663539662957191,-0.12346383184194565,-0.23495543003082275,-0.16304875910282135,0.5295018553733826,-0.16419723629951477,-0.1848534494638443,-0.018679089844226837,-0.2577477693557739,-0.03747887909412384,-0.5332939028739929,0.00028539690538309515
4,-0.2503887414932251,-0.20059354603290558,0.1568528264760971,0.09314174950122833,-0.13619910180568695,0.21984533965587616,0.0321013517677784,0.416809618473053,-0.25021079182624817,-0.046901412308216095,0.22575584053993225,0.255424439907074,-0.04888547956943512,-0.34848520159721375,0.4485531747341156,-0.20293433964252472,0.14169061183929443,0.0002700743789318949,-0.403615266084671,0.30845001339912415,0.026190223172307014
5,0.24694077670574188,-0.41811543703079224,0.3129417896270752,-0.14620007574558258,0.10164807736873627,0.15356099605560303,-0.0013051406713202596,0.10010749846696854,0.07181648164987564,-0.29871243238449097,-0.21757517755031586,-0.36274009943008423,0.5571465492248535,-0.26422348618507385,-0.17856520414352417,0.3100389540195465,-0.4328666627407074,0.220548614859581,0.1634024679660797,0.33491647243499756,0.027879703789949417
6,0.39145052433013916,0.17946860194206238,0.32228416204452515,-0.22069202363491058,-0.18989086151123047,-0.1720939725637436,0.21394339203834534,-0.2514605224132538,0.1284732073545456,-0.07151789218187332,-0.4706803858280182,-0.36129674315452576,-0.11369219422340393,0.11169901490211487,-0.14942346513271332,0.2267954796552658,0.287312388420105,-0.33745723962783813,-0.04551547020673752,0.01636042818427086,-0.02653190679848194
7,-0.2856079041957855,-0.35778510570526123,0.0136559521779418,0.007583394646644592,0.011831732466816902,-0.38669466972351074,-0.23649293184280396,-0.32889124751091003,-0.2917380630970001,0.08135747164487839,-0.21707825362682343,0.0029125537257641554,-0.18724288046360016,-0.021157260984182358,0.23757290840148926,0.3390082120895386,0.38560497760772705,-0.05026703700423241,0.23278376460075378,0.151585653424263,-0.03167721629142761
8,-0.35640984773635864,-0.32125356793403625,0.34593847393989563,0.4077770411968231,-0.1236916109919548,0.09579432010650635,0.056784018874168396,-0.16124975681304932,0.02538207173347473,0.2601708173751831,0.15662340819835663,-0.1592596173286438,0.443033367395401,-0.5638278722763062,0.09746226668357849,0.22058844566345215,-0.3026549518108368,-0.16206595301628113,-0.32661959528923035,0.32344356179237366,0.06147909164428711
9,-0.1776113659143448,0.03219757601618767,0.0721929743885994,-0.08729707449674606,-0.11068064719438553,-0.36110907793045044,-0.5511733889579773,-0.20013320446014404,-0.12784038484096527,0.3258460760116577,0.07781322300434113,-0.36094096302986145,-0.25093936920166016,0.08019450306892395,0.2972005307674408,-0.1295904666185379,0.31775709986686707,0.07184991240501404,-0.33455508947372437,-0.1350245177745819,-0.02217470109462738
10,-0.3491573631763458,-0.07180049270391464,0.2131071239709854,-0.008610625751316547,0.32490962743759155,-0.3603423535823822,-0.44607603549957275,0.1009255051612854,0.08173775672912598,0.08207666128873825,-0.5095564126968384,-0.3050473928451538,-0.22918429970741272,0.5803303122520447,0.09218073636293411,0.04202385991811752,0.33203375339508057,-0.2767786383628845,-0.08330977708101273,-0.33180472254753113,-0.01025845855474472
11,0.34874093532562256,-0.13880769908428192,0.23842620849609375,0.0583779513835907,-0.15473991632461548,-0.07500969618558884,-0.1600690633058548,-0.2832976281642914,-0.06918664276599884,0.30381065607070923,-0.4024195969104767,0.23571009933948517,-0.12274229526519775,0.090334951877594,-0.35520437359809875,0.23967353999614716,0.034677378833293915,-0.23523558676242828,0.2940461337566376,-0.14985264837741852,-0.03519047424197197
12,-0.3304809331893921,0.4016410708427429,-0.400223970413208,-0.05862836539745331,-0.09327545762062073,0.02503138966858387,-0.2991449236869812,-0.029683392494916916,0.20333760976791382,0.03462274372577667,-0.3499642610549927,0.18626783788204193,-0.3781929910182953,0.12649884819984436,-0.04362776130437851,0.11701414734125137,-0.32637834548950195,0.2133800983428955,-0.1607460379600525,-0.4932926595211029,-0.0077172513119876385
13,-0.35073789954185486,0.26954537630081177,0.1875208169221878,-0.27643847465515137,-0.26976558566093445,0.12719270586967468,0.13614392280578613,0.030414439737796783,0.10824314504861832,0.24808935821056366,0.272346168756485,-0.01986008696258068,0.5612828135490417,-0.27765679359436035,-0.07157320529222488,0.05133218318223953,0.23320285975933075,0.06821920722723007,-0.14178955554962158,0.5452937483787537,0.008864667266607285
14,0.128525510430336,0.1678926944732666,0.24158212542533875,-0.036110784858465195,0.3677440881729126,-0.36807960271835327,-0.28820762038230896,-0.02765633538365364,-0.24684780836105347,-0.08703961223363876,-0.5427955985069275,0.07274103909730911,0.13124455511569977,0.4150428771972656,-0.304670512676239,0.0908220037817955,0.1484275907278061,0.35591450333595276,0.14039480686187744,0.06807617098093033,-0.028191059827804565
15,0.27456849813461304,-0.22932161390781403,0.1299707293510437,0.2649078965187073,-0.02301347814500332,0.2749289572238922,0.3621375262737274,0.34999385476112366,-0.3682645857334137,0.29220661520957947,0.36474868655204773,0.09080640226602554,-0.0005874171038158238,-0.48074182868003845,0.04181300476193428,-0.06072941794991493,0.06127048283815384,-0.005142048932611942,-0.420740008354187,0.4233432114124298,-0.06576838344335556
